sermon_id,topico_slug,confianca
1540189468,divorcio-e-permanencia,1
1540189468,casamento-cristao,0.8
1540189468,perdao-e-reconciliacao,0.7
1540189468,marido-e-esposa,0.6
696295951,providencia-de-deus,0.95
696295951,atributos-de-deus,0.9
696295951,cuidado-de-deus,0.8
696295951,cristo-o-mediador,0.55
1120404124,presbiteros-e-pastores,1
772956310,bens-e-responsabilidade,1
681242762,santificacao,1
681242762,atributos-de-deus,0.5
681242762,decretos-e-eleicao,0.5
681242762,graca-eficaz-e-chamado,0.5
1377637159,culto-publico,1
1377637159,autoridade-das-escrituras,0.6
924118537,culto-domestico,1
924118537,educacao-crista,0.8
924118537,criacao-de-filhos,0.6
688431466,confissoes-e-reforma,1
688431466,autoridade-das-escrituras,0.8
688431466,culto-publico,0.7
1540178617,ressurreicao-e-consumacao,1
1540178617,tribulacao-e-perseveranca,0.6
1540178617,autoridade-das-escrituras,0.5
1324619557,encarnacao-e-reino-de-cristo,1
1324619557,ressurreicao-e-consumacao,0.85
1855461150,decretos-e-eleicao,1
1855461150,providencia-de-deus,0.8
1855461150,atributos-de-deus,0.6
1855461150,criacao-e-queda,0.5
904514971,dinheiro-e-contentamento,1
1789199755,comunhao-e-unidade,1
1789199755,consolo-cristao,0.9
1789199755,culto-publico,0.7
990918361,providencia-de-deus,1
990918361,aliancas-biblicas,0.6
990918361,comunhao-e-unidade,0.5
990918361,autoridade-das-escrituras,0.5
917455591,espirito-santo-e-selamento,1
917455591,autoridade-das-escrituras,0.6
1438667848,tribulacao-e-perseveranca,1
1438667848,evangelismo-e-missoes,0.9
1438667848,magistrado-civil,0.5
1972738531,preparo-para-o-casamento,1
1972738531,casamento-cristao,0.6
1820450442,evangelismo-e-missoes,1
1820450442,graca-eficaz-e-chamado,0.8
1820450442,atributos-de-deus,0.5
1176319066,confissoes-e-reforma,1
1281230572,culto-publico,1
1281230572,ressurreicao-e-consumacao,0.6
1281230572,santificacao,0.5
1782875676,evangelismo-e-missoes,1
1782875676,batalha-espiritual,0.8
1782875676,tribulacao-e-perseveranca,0.5
1800866554,providencia-de-deus,1
1800866554,evangelismo-e-missoes,0.6
1800866554,tribulacao-e-perseveranca,0.5
1392258598,culto-publico,1
676486034,providencia-de-deus,1
676486034,atributos-de-deus,0.8
676486034,oracao,0.5
1176327160,santificacao,1
1176327160,providencia-de-deus,0.7
1176327160,cristo-o-mediador,0.5
772962073,perdao-e-reconciliacao,1
772962073,comunhao-e-unidade,0.8
772962073,evangelismo-e-missoes,0.6
1867625913,decretos-e-eleicao,1
1867625913,confissoes-e-reforma,0.5
768742057,santificacao,1
768742057,emocoes-e-sentimentos,0.9
768742057,perdao-e-reconciliacao,0.7
768742057,justica-e-leis,0.5
1461930868,providencia-de-deus,1
1461930868,evangelismo-e-missoes,0.8
1461930868,cristo-o-mediador,0.7
1461930868,tribulacao-e-perseveranca,0.6
1819284144,confissoes-e-reforma,1
1467388156,ceia-do-senhor,1
1467388156,comunhao-e-unidade,0.5
990902812,autoridade-das-escrituras,0.9
990902812,aliancas-biblicas,0.8
990902812,santificacao,0.8
990902812,atributos-de-deus,0.6
1120351786,presbiteros-e-pastores,1
1120351786,oracao,0.5
1361305654,preparo-para-o-casamento,1
1361305654,trabalho-e-vocacao,0.5
1895968185,santificacao,1
1895968185,palavras-e-comunicacao,0.5
1543835521,presbiteros-e-pastores,1
976436881,culto-publico,1
1888103361,autoridade-das-escrituras,1
1888103361,santificacao,0.7
1888103361,comunhao-e-unidade,0.6
1561393408,presbiteros-e-pastores,1
1561393408,governo-e-disciplina-eclesiastica,0.5
1298946445,cristo-o-mediador,0.95
1298946445,batalha-espiritual,0.7
1298946445,expiacao-e-redencao,0.65
1298946445,santificacao,0.55
926330512,atributos-de-deus,1
926330512,providencia-de-deus,0.9
926330512,aliancas-biblicas,0.8
1231789234,culto-publico,1
1231789234,santificacao,0.7
1231796089,evangelismo-e-missoes,1
1231796089,providencia-de-deus,0.7
1438663378,governo-e-disciplina-eclesiastica,1
1438663378,batalha-espiritual,0.7
1543993186,expiacao-e-redencao,0.95
1543993186,santificacao,0.85
1543993186,criacao-e-queda,0.75
768778078,diaconia,1
768778078,dinheiro-e-contentamento,0.85
768778078,bens-e-responsabilidade,0.75
768771580,diaconia,1
1004423593,criacao-e-queda,0.9
1004423593,atributos-de-deus,0.85
1004423593,providencia-de-deus,0.8
1004423593,graca-eficaz-e-chamado,0.65
934109098,aliancas-biblicas,1
934109098,culto-publico,0.5
1770777756,espirito-santo-e-selamento,1
1770777756,batismo,0.9
1770777756,evangelismo-e-missoes,0.7
1701557700,enfermidade-e-fragilidade,1
1701557700,criacao-e-queda,0.9
1701557700,cuidado-de-deus,0.6
1701557700,oracao,0.6
1199379403,diaconia,1
1374554638,espirito-santo-e-selamento,1
1374554638,cristo-o-mediador,0.9
1374554638,natureza-e-missao-da-igreja,0.8
1374554638,comunhao-e-unidade,0.7
745716259,criacao-de-filhos,0.9
745716259,comunhao-e-unidade,0.5
941012464,cristo-o-mediador,1
941012464,expiacao-e-redencao,0.6
941012464,aliancas-biblicas,0.5
910737763,tribulacao-e-perseveranca,1
910737763,apologetica,0.85
910737763,santificacao,0.8
1641333990,evangelismo-e-missoes,1
1641333990,natureza-e-missao-da-igreja,0.8
1641333990,graca-eficaz-e-chamado,0.7
1641333990,decretos-e-eleicao,0.5
1349841106,atributos-de-deus,1
1349841106,expiacao-e-redencao,0.7
1349841106,culto-publico,0.6
1519147972,criacao-de-filhos,1
1519147972,educacao-crista,0.95
1519147972,culto-domestico,0.85
1519147972,autoridade-das-escrituras,0.65
1974908959,adocao-e-heranca,1
1974908959,oracao,0.5
924123754,santificacao,1
924123754,batalha-espiritual,0.7
924123754,tribulacao-e-perseveranca,0.6
924123754,ressurreicao-e-consumacao,0.5
904702243,santificacao,0.95
904702243,perdao-e-reconciliacao,0.8
904702243,evangelismo-e-missoes,0.55
1374610597,natureza-e-missao-da-igreja,1
1374610597,evangelismo-e-missoes,0.8
1374610597,aliancas-biblicas,0.6
1186303417,providencia-de-deus,1
1186303417,decretos-e-eleicao,0.6
1186303417,graca-eficaz-e-chamado,0.5
976450375,aliancas-biblicas,1
976450375,providencia-de-deus,0.7
976450375,atributos-de-deus,0.6
1243327906,culto-publico,1
1243327906,confissoes-e-reforma,0.7
1569679444,diaconia,1
1569679444,bens-e-responsabilidade,0.7
1880055777,decretos-e-eleicao,1
1880055777,confissoes-e-reforma,0.5
950736802,santificacao,0.9
950736802,autoridade-das-escrituras,0.8
950736802,morte-e-eternidade,0.6
1613154447,evangelismo-e-missoes,1
1613154447,autoridade-das-escrituras,0.6
1706538447,evangelismo-e-missoes,1
1706538447,tribulacao-e-perseveranca,0.7
1706538447,presbiteros-e-pastores,0.5
1750093614,apologetica,1
1750093614,evangelismo-e-missoes,0.9
1750093614,autoridade-das-escrituras,0.8
1420235239,tribulacao-e-perseveranca,1
1420235239,evangelismo-e-missoes,0.9
1420235239,natureza-e-missao-da-igreja,0.7
1420235239,bens-e-responsabilidade,0.5
1176318775,justificacao-pela-fe,1
1176318775,expiacao-e-redencao,0.8
1176318775,criacao-e-queda,0.5
917458672,aliancas-biblicas,1
917458672,decretos-e-eleicao,0.9
917458672,providencia-de-deus,0.9
1561411696,presbiteros-e-pastores,1
1561411696,governo-e-disciplina-eclesiastica,0.6
1561411696,dinheiro-e-contentamento,0.5
1517268859,oracao,1
1517268859,comunhao-e-unidade,0.5
1311122305,aliancas-biblicas,1
1311122305,encarnacao-e-reino-de-cristo,0.8
1311122305,criacao-de-filhos,0.6
1311122305,decretos-e-eleicao,0.5
1337538826,evangelismo-e-missoes,1
1337538826,natureza-e-missao-da-igreja,0.7
1337538826,governo-e-disciplina-eclesiastica,0.7
1337538826,oracao,0.5
1346064853,graca-eficaz-e-chamado,1
1346064853,decretos-e-eleicao,0.8
733999195,criacao-e-queda,0.9
733999195,enfermidade-e-fragilidade,0.6
733999195,justica-e-leis,0.5
1186283743,providencia-de-deus,1
1186283743,cristo-o-mediador,0.6
1186283743,santificacao,0.5
912767914,criacao-e-queda,1
912767914,expiacao-e-redencao,0.6
912767914,autoridade-das-escrituras,0.5
943556527,expiacao-e-redencao,1
943556527,graca-eficaz-e-chamado,0.8
943556527,adocao-e-heranca,0.7
943556527,ressurreicao-e-consumacao,0.5
990947275,aliancas-biblicas,0.95
990947275,criacao-e-queda,0.9
990947275,encarnacao-e-reino-de-cristo,0.55
966274549,aliancas-biblicas,1
966274549,educacao-crista,0.9
966274549,santificacao,0.7
1745538255,autoridade-das-escrituras,1
1745538255,evangelismo-e-missoes,0.7
1888247964,autoridade-das-escrituras,1
1888247964,comunhao-e-unidade,0.5
1612338510,magistrado-civil,1
1612338510,palavras-e-comunicacao,0.9
1612338510,santificacao,0.8
772955293,pureza-e-fidelidade-sexual,1
772955293,casamento-cristao,0.7
772955293,divorcio-e-permanencia,0.5
929476951,aliancas-biblicas,1
929476951,batismo,1
929476951,natureza-e-missao-da-igreja,0.8
929476951,justificacao-pela-fe,0.6
1210543666,diaconia,1
1210543666,bens-e-responsabilidade,0.7
1268801233,comunhao-e-unidade,1
1268801233,santificacao,0.8
1268801233,palavras-e-comunicacao,0.6
1268801233,oracao,0.5
1888473222,autoridade-das-escrituras,1
1888473222,criacao-e-queda,0.8
1888473222,graca-eficaz-e-chamado,0.6
1220830990,atributos-de-deus,1
745716865,educacao-crista,1
745716865,autoridade-das-escrituras,0.6
745716865,criacao-e-queda,0.5
1585036807,diaconia,1
1461931729,ceia-do-senhor,1
1867816125,tribulacao-e-perseveranca,1
1867816125,morte-e-eternidade,0.8
1867816125,ressurreicao-e-consumacao,0.6
1268989900,cuidado-de-deus,1
1268989900,tribulacao-e-perseveranca,0.7
1268989900,comunhao-e-unidade,0.5
1268989900,verdade-e-integridade,0.5
768751630,diaconia,1
768751630,bens-e-responsabilidade,0.5
1004401606,providencia-de-deus,1
1004401606,atributos-de-deus,0.8
1004401606,criacao-e-queda,0.6
1142779882,presbiteros-e-pastores,1
1142779882,governo-e-disciplina-eclesiastica,0.5
688435093,marido-e-esposa,1
1701800850,evangelismo-e-missoes,1
1701800850,encarnacao-e-reino-de-cristo,0.9
1701800850,ressurreicao-e-ascensao,0.7
1795566427,evangelismo-e-missoes,1
1795566427,tribulacao-e-perseveranca,0.8
1795566427,providencia-de-deus,0.7
941030242,justificacao-pela-fe,1
941030242,santificacao,0.95
941030242,morte-e-eternidade,0.8
958237837,providencia-de-deus,0.95
958237837,aliancas-biblicas,0.8
958237837,tribulacao-e-perseveranca,0.65
1105308331,criacao-e-queda,1
1105308331,providencia-de-deus,0.6
1105308331,santificacao,0.5
1346068804,aliancas-biblicas,0.8
1346068804,natureza-e-missao-da-igreja,0.6
1346068804,ressurreicao-e-consumacao,0.5
1488260560,evangelismo-e-missoes,1
1488260560,natureza-e-missao-da-igreja,0.8
1488260560,providencia-de-deus,0.7
1488260560,tribulacao-e-perseveranca,0.5
1120324048,presbiteros-e-pastores,1
1120324048,governo-e-disciplina-eclesiastica,0.5
1324612273,ressurreicao-e-ascensao,1
1324612273,espirito-santo-e-selamento,0.9
1324612273,natureza-e-missao-da-igreja,0.8
1324612273,providencia-de-deus,0.6
929252041,natureza-e-missao-da-igreja,1
929252041,aliancas-biblicas,1
929252041,decretos-e-eleicao,0.8
929252041,justificacao-pela-fe,0.7
1392798385,encarnacao-e-reino-de-cristo,1
1392798385,aliancas-biblicas,0.8
1392798385,ressurreicao-e-consumacao,0.6
1291228063,decretos-e-eleicao,1
1291228063,providencia-de-deus,0.9
1291228063,cristo-o-mediador,0.5
1164187987,natureza-e-missao-da-igreja,1
1164187987,governo-e-disciplina-eclesiastica,0.9
1164187987,confissoes-e-reforma,0.6
1310650318,aliancas-biblicas,1
1310650318,encarnacao-e-reino-de-cristo,0.6
1310650318,santificacao,0.5
1540200088,culto-publico,1
1540200088,educacao-crista,0.8
1540200088,culto-domestico,0.6
840114226,verdade-e-integridade,1
840114226,palavras-e-comunicacao,1
943542745,santificacao,1
943542745,pureza-e-fidelidade-sexual,0.7
943542745,governo-e-disciplina-eclesiastica,0.6
1199386144,diaconia,1
1199386144,bens-e-responsabilidade,0.5
1806925899,marido-e-esposa,1
1806925899,casamento-cristao,0.9
1687304721,natureza-e-missao-da-igreja,1
1687304721,evangelismo-e-missoes,1
1687304721,espirito-santo-e-selamento,0.5
1687304721,comunhao-e-unidade,0.5
1837952967,santificacao,1
1837952967,educacao-crista,0.55
745716007,criacao-e-queda,1
745716007,graca-eficaz-e-chamado,0.9
745716007,justificacao-pela-fe,0.7
745716007,santificacao,0.5
1830355353,autoridade-das-escrituras,1
1830355353,confissoes-e-reforma,0.7
1806046071,providencia-de-deus,1
1806046071,decretos-e-eleicao,0.7
1806046071,evangelismo-e-missoes,0.5
1517246116,comunhao-e-unidade,1
1517246116,natureza-e-missao-da-igreja,0.6
1517246116,evangelismo-e-missoes,0.5
1115963209,providencia-de-deus,1
1115963209,cuidado-de-deus,0.6
1115963209,cristo-o-mediador,0.5
1574521825,diaconia,1
1574521825,natureza-e-missao-da-igreja,0.5
1461531352,diaconia,1
1461531352,presbiteros-e-pastores,0.5
844357060,perdao-e-reconciliacao,1
844357060,santificacao,0.7
844357060,atributos-de-deus,0.5
1291220776,ressurreicao-e-consumacao,1
1291220776,natureza-e-missao-da-igreja,0.5
768761029,diaconia,1
768761029,bens-e-responsabilidade,0.5
1974880831,comunhao-e-unidade,1
1974880831,natureza-e-missao-da-igreja,0.7
1974880831,santificacao,0.5
1421033197,autoridade-das-escrituras,1
1421033197,culto-publico,0.8
1421033197,encarnacao-e-reino-de-cristo,0.5
1461535417,comunhao-e-unidade,1
1461535417,santificacao,0.8
1461535417,governo-e-disciplina-eclesiastica,0.7
1461535417,autoridade-das-escrituras,0.5
1519140202,casamento-cristao,1
1519140202,marido-e-esposa,0.6
1519140202,divorcio-e-permanencia,0.5
1929121337,criacao-e-queda,1
1929121337,morte-e-eternidade,0.75
1256021752,espirito-santo-e-selamento,1
1256021752,cristo-o-mediador,0.7
1256021752,comunhao-e-unidade,0.6
1062267499,dinheiro-e-contentamento,1
1062267499,emocoes-e-sentimentos,0.7
1281227713,atributos-de-deus,1
1281227713,providencia-de-deus,0.6
1281227713,decretos-e-eleicao,0.5
1971226727,cristo-o-mediador,1
1971226727,encarnacao-e-reino-de-cristo,0.9
1971226727,expiacao-e-redencao,0.8
1256018542,comunhao-e-unidade,1
1256018542,culto-publico,0.5
1929151187,providencia-de-deus,1
1929151187,cuidado-de-deus,0.6
840116581,santificacao,1
840116581,perdao-e-reconciliacao,0.8
840116581,expiacao-e-redencao,0.6
941024383,expiacao-e-redencao,1
941024383,santificacao,0.9
941024383,cristo-o-mediador,0.8
941024383,culto-publico,0.6
1926048176,criacao-e-queda,1
1926048176,expiacao-e-redencao,0.6
1926048176,batalha-espiritual,0.5
880910485,batalha-espiritual,1
880910485,oracao,0.9
1630211508,graca-eficaz-e-chamado,1
1630211508,evangelismo-e-missoes,0.6
1770787788,santificacao,1
1770787788,graca-eficaz-e-chamado,0.9
1770787788,justificacao-pela-fe,0.6
840107491,providencia-de-deus,1
840107491,lamento-e-confianca,0.8
840107491,cuidado-de-deus,0.6
1142769673,presbiteros-e-pastores,1
732123319,culto-publico,1
732123319,providencia-de-deus,0.6
1410040672,santificacao,0.9
1410040672,providencia-de-deus,0.85
1410040672,aliancas-biblicas,0.6
1256014006,comunhao-e-unidade,1
1256014006,natureza-e-missao-da-igreja,0.6
1256014006,diaconia,0.5
1255833595,magistrado-civil,1
1255833595,santificacao,0.6
1255833595,encarnacao-e-reino-de-cristo,0.5
1971239723,cristo-o-mediador,1
1971239723,expiacao-e-redencao,0.8
1210550542,atributos-de-deus,1
1210550542,providencia-de-deus,0.5
1466870110,graca-eficaz-e-chamado,1
1466870110,cristo-o-mediador,0.7
1466870110,expiacao-e-redencao,0.5
929785990,culto-publico,1
929785990,aliancas-biblicas,1
929785990,cristo-o-mediador,0.8
929785990,confissoes-e-reforma,0.6
958247782,providencia-de-deus,1
958247782,cuidado-de-deus,0.8
958247782,pureza-e-fidelidade-sexual,0.6
966275953,aliancas-biblicas,1
966275953,graca-eficaz-e-chamado,0.8
966275953,autoridade-das-escrituras,0.7
966275953,santificacao,0.6
1310651968,adocao-e-heranca,1
1310651968,autoridade-das-escrituras,0.8
1310651968,natureza-e-missao-da-igreja,0.5
990918763,morte-e-eternidade,0.85
990918763,dinheiro-e-contentamento,0.7
990918763,ressurreicao-e-consumacao,0.55
990918763,atributos-de-deus,0.5
768776035,perdao-e-reconciliacao,1
768776035,atributos-de-deus,0.8
768776035,expiacao-e-redencao,0.7
1043458225,ressurreicao-e-consumacao,0.85
1043458225,atributos-de-deus,0.75
1043458225,morte-e-eternidade,0.65
1674378069,evangelismo-e-missoes,1
1674378069,natureza-e-missao-da-igreja,0.7
1674378069,espirito-santo-e-selamento,0.5
1929128333,santificacao,0.95
1929128333,tribulacao-e-perseveranca,0.9
1929128333,pureza-e-fidelidade-sexual,0.65
1820311581,autoridade-das-escrituras,1
1820311581,confissoes-e-reforma,0.5
840100750,divorcio-e-permanencia,1
840100750,casamento-cristao,0.7
1938323714,providencia-de-deus,1
768713350,educacao-crista,1
768713350,autoridade-das-escrituras,0.9
1179289150,atributos-de-deus,1
1179289150,autoridade-das-escrituras,0.6
1179289150,trindade-e-ser-de-deus,0.5
1612548963,evangelismo-e-missoes,1
1612548963,espirito-santo-e-selamento,0.9
1612548963,batismo,0.6
1654579647,santificacao,1
1654579647,culto-publico,0.6
1654579647,expiacao-e-redencao,0.5
1268985496,criacao-e-queda,1
1268985496,criacao-de-filhos,0.8
1268985496,perdao-e-reconciliacao,0.7
1268985496,aliancas-biblicas,0.5
852570235,oracao,1
852570235,emocoes-e-sentimentos,0.5
1855465287,ansiedade-e-medo,1
1855465287,cuidado-de-deus,0.9
1855465287,oracao,0.7
864921700,comunhao-e-unidade,1
864921700,atributos-de-deus,0.8
864921700,expiacao-e-redencao,0.6
888836137,jejum-e-disciplinas-espirituais,1
1268800444,atributos-de-deus,1
1268800444,providencia-de-deus,0.7
1268800444,ressurreicao-e-consumacao,0.5
1432458379,atributos-de-deus,1
1432458379,oracao,0.8
1164192160,justificacao-pela-fe,1
1164192160,expiacao-e-redencao,1
1164192160,decretos-e-eleicao,0.6
1876853475,decretos-e-eleicao,1
1876853475,oracao,0.5
1410046036,providencia-de-deus,1
1410046036,decretos-e-eleicao,0.9
990905998,criacao-e-queda,1
990905998,expiacao-e-redencao,0.9
990905998,batalha-espiritual,0.6
1043493988,decretos-e-eleicao,1
1043493988,graca-eficaz-e-chamado,0.6
1453491166,cuidado-de-deus,1
1453491166,providencia-de-deus,0.9
1453491166,ansiedade-e-medo,0.6
1488261289,casamento-cristao,1
1488261289,marido-e-esposa,0.8
1903803476,criacao-e-queda,1
1903803476,aliancas-biblicas,0.7
1903803476,cristo-o-mediador,0.5
999724843,criacao-e-queda,1
999724843,expiacao-e-redencao,0.5
840095968,palavras-e-comunicacao,1
840095968,perdao-e-reconciliacao,0.9
840095968,expiacao-e-redencao,0.5
745716154,encarnacao-e-reino-de-cristo,0.9
745716154,santificacao,0.8
745716154,graca-eficaz-e-chamado,0.6
926336647,santificacao,1
926336647,perdao-e-reconciliacao,0.55
926336647,palavras-e-comunicacao,0.45
768756274,criacao-e-queda,1
768756274,santificacao,0.9
768756274,cristo-o-mediador,0.7
1243343836,encarnacao-e-reino-de-cristo,0.9
1243343836,aliancas-biblicas,0.9
1243343836,providencia-de-deus,0.7
1243343836,perdao-e-reconciliacao,0.5
1374591088,morte-e-eternidade,1
1374591088,ressurreicao-e-consumacao,0.9
1374591088,lamento-e-confianca,0.7
1231774948,aliancas-biblicas,1
1231774948,encarnacao-e-reino-de-cristo,0.8
1231774948,comunhao-e-unidade,0.6
1281224695,providencia-de-deus,1
1281224695,cristo-o-mediador,0.6
1281224695,expiacao-e-redencao,0.5
1186303681,decretos-e-eleicao,1
1186303681,providencia-de-deus,0.9
1186303681,expiacao-e-redencao,0.5
1115965372,dinheiro-e-contentamento,1
1115965372,providencia-de-deus,0.9
1115965372,trabalho-e-vocacao,0.8
1176593596,decretos-e-eleicao,1
1176593596,oracao,0.7
1176593596,santificacao,0.5
966276796,criacao-e-queda,1
966276796,trabalho-e-vocacao,0.8
1268993833,decretos-e-eleicao,1
1268993833,aliancas-biblicas,0.9
1268993833,dinheiro-e-contentamento,0.6
966275530,criacao-e-queda,1
966275530,atributos-de-deus,0.8
966275530,trindade-e-ser-de-deus,0.6
1718569257,evangelismo-e-missoes,1
1718569257,providencia-de-deus,0.7
1004426026,criacao-e-queda,1
1004426026,graca-eficaz-e-chamado,0.9
1004426026,expiacao-e-redencao,0.6
1310639365,cuidado-de-deus,1
1310639365,atributos-de-deus,0.9
1310639365,justificacao-pela-fe,0.9
1268804893,atributos-de-deus,1
1268804893,adocao-e-heranca,0.7
1268804893,expiacao-e-redencao,0.6
1268804893,decretos-e-eleicao,0.5
1310644120,aliancas-biblicas,0.9
1310644120,autoridade-das-escrituras,0.8
1310644120,encarnacao-e-reino-de-cristo,0.7
1310644120,morte-e-eternidade,0.6
1355463550,culto-publico,1
1355463550,aliancas-biblicas,0.8
1355463550,atributos-de-deus,0.7
1903796558,criacao-e-queda,1
1903796558,confissoes-e-reforma,0.8
1903796558,trabalho-e-vocacao,0.5
1176345286,providencia-de-deus,1
1176345286,casamento-cristao,0.9
918706501,oracao,1
918706501,cuidado-de-deus,0.7
918706501,atributos-de-deus,0.5
1115955271,atributos-de-deus,1
1115955271,expiacao-e-redencao,0.9
1115955271,justificacao-pela-fe,0.8
1115955271,oracao,0.6
802462999,tribulacao-e-perseveranca,1
802462999,morte-e-eternidade,0.6
802462999,evangelismo-e-missoes,0.5
1517268160,comunhao-e-unidade,1
1517268160,presbiteros-e-pastores,0.5
1176326599,lamento-e-confianca,1
1176326599,morte-e-eternidade,1
1176326599,ressurreicao-e-consumacao,0.8
1324606105,encarnacao-e-reino-de-cristo,0.85
1324606105,culto-publico,0.75
1324606105,atributos-de-deus,0.55
1004402791,morte-e-eternidade,1
1004402791,cristo-o-mediador,0.6
1004402791,ressurreicao-e-consumacao,0.5
1176335227,atributos-de-deus,1
1176335227,trindade-e-ser-de-deus,0.6
1176335227,autoridade-das-escrituras,0.5
1097144929,aliancas-biblicas,1
1097144929,batismo,0.7
1097144929,santificacao,0.5
1179289414,aliancas-biblicas,1
1179289414,providencia-de-deus,0.9
1179289414,cuidado-de-deus,0.7
1929134126,emocoes-e-sentimentos,1
1929134126,santificacao,0.6
1929134126,expiacao-e-redencao,0.5
1861343481,decretos-e-eleicao,1
1861343481,atributos-de-deus,0.7
1887929094,criacao-e-queda,1
1887929094,atributos-de-deus,0.5
1887929094,providencia-de-deus,0.5
1142770771,santificacao,1
1142770771,cristo-o-mediador,0.7
1142770771,providencia-de-deus,0.6
1453478590,atributos-de-deus,1
1453478590,autoridade-das-escrituras,0.7
1453478590,expiacao-e-redencao,0.6
868987384,oracao,1
868987384,santificacao,0.85
868987384,providencia-de-deus,0.65
1013704708,criacao-e-queda,1
1013704708,aliancas-biblicas,0.9
1013704708,expiacao-e-redencao,0.8
1645802787,aliancas-biblicas,1
1645802787,criacao-e-queda,0.5
892662463,cristo-o-mediador,1
892662463,expiacao-e-redencao,0.9
892662463,encarnacao-e-reino-de-cristo,0.8
892662463,santificacao,0.75
990952663,criacao-e-queda,1
990952663,decretos-e-eleicao,0.7
990952663,expiacao-e-redencao,0.7
990952663,morte-e-eternidade,0.5
1176321586,expiacao-e-redencao,1
1176321586,cristo-o-mediador,0.8
1176321586,ressurreicao-e-ascensao,0.5
1674375114,consolo-cristao,1
1674375114,comunhao-e-unidade,0.6
1674375114,lamento-e-confianca,0.5
768772096,justificacao-pela-fe,1
768772096,santificacao,0.8
1120335916,graca-eficaz-e-chamado,1
1120335916,criacao-e-queda,0.7
1120335916,atributos-de-deus,0.5
1291214050,atributos-de-deus,1
1291214050,expiacao-e-redencao,0.8
1291214050,decretos-e-eleicao,0.7
1186287832,santificacao,1
1186287832,palavras-e-comunicacao,0.95
1186287832,evangelismo-e-missoes,0.5
1361306026,oracao,1
1361306026,perdao-e-reconciliacao,0.7
1361306026,culto-publico,0.6
1361306026,aliancas-biblicas,0.5
976437973,criacao-e-queda,1
976437973,aliancas-biblicas,0.9
976437973,cristo-o-mediador,0.8
733999618,encarnacao-e-reino-de-cristo,1
733999618,autoridade-das-escrituras,0.9
733999618,cristo-o-mediador,0.7
1076514586,dinheiro-e-contentamento,0.9
1076514586,atributos-de-deus,0.85
1076514586,cristo-o-mediador,0.75
1311125191,providencia-de-deus,1
1311125191,cuidado-de-deus,0.7
1311125191,dinheiro-e-contentamento,0.5
1311125191,expiacao-e-redencao,0.5
840097399,pureza-e-fidelidade-sexual,1
840097399,santificacao,0.6
1728915015,tribulacao-e-perseveranca,1
1728915015,lamento-e-confianca,0.8
1728915015,oracao,0.6
1861344426,batalha-espiritual,1
